"Buurten (2021)";"Zonnestroom opgewekt door zonnepanelen op woningen (MkWh)|2019";"Zonnestroom opgewekt door zonnepanelen op woningen (MkWh)|2020";"Zonnestroom opgewekt door zonnepanelen op woningen (MkWh)|2021";"Zonnestroom opgewekt door zonnepanelen op woningen (MkWh)|2022"
"Bedrijventerrein Vathorst-Zuid";"";"";"";""
"Bedrijventerrein Vathorst-Noord";"";"";"";""
"Olympus";"";"";"";""
"Lindeboomseweg e.o.";"";"";"";""
"Birkhoven / Bokkeduinen";"";"";"";""
"Vlasakkers";"";0;"";""
"Zon en Schild";"";"";"";""
"Randwijck West";0;0;"";""
"Randwijck Oost";0;0;"";""
"Oranjebuurt";0;0;"";""
"Patrimonium";0;1;"";""
"Elsrijk West";0;0;"";""
"Kruiskerkbuurt";0;0;"";""
"Vredeveldbuurt";0;0;"";""
"Elsrijk Oost";0;0;"";""
"Stadshart";"";0;"";""
"Uilenstede";"";0;"";""
"Kronenburg";"";"";"";""
"Heldenbuurt";0;0;"";""
"Zeestratenbuurt";0;0;"";""
"Boekenbuurt";0;0;"";""
"Operabuurt";0;0;"";""
"Middelpolder";0;0;"";""
"Buurt over Ouderkerk";0;0;"";""
"Oude Dorp";0;0;"";""
"Kastanjebuurt";0;0;"";""
"Van der Leekbuurt";0;0;"";""
"Populierenbuurt";0;0;"";""
"Augustinuspark";0;0;"";""
"Startbaanbuurt";0;0;"";""
"Langerhuize";"";"";"";""
"Alpen Rondwegbuurt";0;0;"";""
"In de Wolkenbuurt";0;0;"";""
"Watercirkelbuurt";0;0;"";""
"Kringloopbuurt";0;0;"";""
"Beroepenbuurt";0;0;"";""
"Hemellichamenbuurt";0;0;"";""
"Punterbuurt";0;0;"";""
"Molenbuurt";0;0;"";""
"Galjoenbuurt";0;1;"";""
"Bovenkerk";0;0;"";""
"Buitenplaatsenbuurt";0;0;"";""
"Betsy Perkbuurt";0;0;"";""
"Legmeer";"";"";"";""
"Landschappenbuurt";0;0;"";""
"Theaterbuurt";0;1;"";""
"Kastelenbuurt";1;1;"";""
"Schrijversbuurt";"";0;"";""
"Kruidenbuurt";0;0;"";""
"De Scheg";"";0;"";""
"Nes aan de Amstel";0;0;"";""
"Legmeerpolder";0;0;"";""
"Amsterdamse Bos Noord";"";0;"";""
"Amsterdamse Bos Zuid";"";"";"";""
"Kop Zeedijk";"";"";"";""
"Oude Kerk e.o.";"";"";"";""
"Burgwallen Oost";"";0;"";""
"Nes e.o.";"";"";"";""
"BG-terrein e.o.";"";"";"";""
"Stationsplein e.o.";"";"";"";""
"Hemelrijk";"";"";"";""
"Nieuwendijk Noord";"";"";"";""
"Spuistraat Noord";"";"";"";""
"Nieuwe Kerk e.o.";"";"";"";""
"Spuistraat Zuid";"";"";"";""
"Begijnhofbuurt";"";"";"";""
"Kalverdriehoek";"";"";"";""
"Langestraat e.o.";"";0;"";""
"Leliegracht e.o.";"";"";"";""
"Felix Meritisbuurt";0;0;"";""
"Leidsegracht Noord";"";"";"";""
"Spiegelbuurt";"";"";"";""
"Gouden Bocht";"";"";"";""
"Van Loonbuurt";"";"";"";""
"Amstelveldbuurt";0;0;"";""
"Rembrandtpleinbuurt";"";"";"";""
"Reguliersbuurt";"";"";"";""
"Leidsegracht Zuid";0;0;"";""
"Oosterdokseiland";"";"";"";""
"Scheepvaarthuisbuurt";"";"";"";""
"Rapenburg";"";"";"";""
"Lastage";0;0;"";""
"Nieuwmarkt";0;0;"";""
"Uilenburg";0;0;"";""
"Valkenburg";"";"";"";""
"Zuiderkerkbuurt";0;0;"";""
"Waterloopleinbuurt";"";"";"";""
"Westerdokseiland";"";0;"";""
"Haarlemmerbuurt Oost";"";0;"";""
"Haarlemmerbuurt West";0;0;"";""
"Westelijke eilanden";0;0;"";""
"Planciusbuurt Noord";"";"";"";""
"Planciusbuurt Zuid";"";"";"";""
"Driehoekbuurt";0;0;"";""
"Bloemgrachtbuurt";0;0;"";""
"Marnixbuurt Noord";"";0;"";""
"Zaagpoortbuurt";"";"";"";""
"Marnixbuurt Midden";"";"";"";""
"Elandsgrachtbuurt";0;0;"";""
"Passeerdersgrachtbuurt";"";"";"";""
"Groenmarktkadebuurt";"";"";"";""
"Marnixbuurt Zuid";"";"";"";""
"Anjeliersbuurt Noord";0;0;"";""
"Anjeliersbuurt Zuid";0;0;"";""
"Leidsebuurt Noordwest";"";"";"";""
"Leidsebuurt Zuidwest";"";"";"";""
"Leidsebuurt Noordoost";"";"";"";""
"Leidsebuurt Zuidoost";"";"";"";""
"Weteringbuurt";0;0;"";""
"Den Texbuurt";0;0;"";""
"Utrechtsebuurt Zuid";"";0;"";""
"Frederikspleinbuurt";0;0;"";""
"Weesperbuurt";0;0;"";""
"Sarphatistrook";0;0;"";""
"de Plantage";0;0;"";""
"Alexanderplein e.o.";0;0;"";""
"Marine-Etablissement";0;0;"";""
"Kattenburg";"";"";"";""
"Wittenburg";"";"";"";""
"Oostenburg";0;0;"";""
"Czaar Peterbuurt";0;0;"";""
"Het Funen";0;0;"";""
"Kazernebuurt";"";"";"";""
"Kadijken";0;0;"";""
"Coenhaven/Mercuriushaven";"";"";"";""
"Alfa-driehoek";"";"";"";""
"Petroleumhaven";"";"";"";""
"Westhaven Noord";"";"";"";""
"Vervoerscentrum";"";"";"";""
"Amerikahaven";"";"";"";""
"Afrikahaven";"";"";"";""
"Westhaven Zuid";"";"";"";""
"Sloterdijk II";"";"";"";""
"Sloterdijk III Oost";"";"";"";""
"Sloterdijk III West";"";"";"";""
"De Heining";"";"";"";""
"Teleport";0;0;"";""
"Bretten Oost";"";"";"";""
"Bretten West";"";"";"";""
"Houthavens West";1;2;"";""
"Houthavens Oost";0;0;"";""
"Zeeheldenbuurt";0;0;"";""
"Spaarndammerbuurt Noordoost";0;0;"";""
"Spaarndammerbuurt Zuidoost";"";0;"";""
"Spaarndammerbuurt Zuidwest";"";"";"";""
"Spaarndammerbuurt Midden";"";"";"";""
"Spaarndammerbuurt Noordwest";"";"";"";""
"Westergasfabriek";"";"";"";""
"Overbraker Binnenpolder";"";"";"";""
"De Wittenbuurt Noord";0;0;"";""
"De Wittenbuurt Zuid";0;"";"";""
"Staatsliedenbuurt Noordoost";"";"";"";""
"Fannius Scholtenbuurt";0;0;"";""
"Westerstaatsman";0;0;"";""
"Buyskade e.o.";0;0;"";""
"Ecowijk";0;0;"";""
"Markthallen";"";"";"";""
"Bedrijvencentrum Westerkwartier";0;0;"";""
"Marcanti";"";"";"";""
"Frederik Hendrikbuurt Noord";0;0;"";""
"Frederik Hendrikbuurt Zuidoost";0;0;"";""
"Frederik Hendrikbuurt Zuidwest";0;0;"";""
"Da Costabuurt Noord";0;0;"";""
"Bellamybuurt Noord";0;0;"";""
"Bellamybuurt Zuid";0;0;"";""
"Da Costabuurt Zuid";"";"";"";""
"Borgerbuurt";"";"";"";""
"Lootsbuurt";0;0;"";""
"Helmersbuurt Oost";0;0;"";""
"WG-terrein";0;0;"";""
"Cremerbuurt Oost";0;0;"";""
"Cremerbuurt West";0;0;"";""
"Vondelparkbuurt West";0;0;"";""
"Vondelparkbuurt Oost";"";0;"";""
"Vondelparkbuurt Midden";"";0;"";""
"Zuidas Noord";"";"";"";""
"RAI";"";"";"";""
"VU-kwartier";"";"";"";""
"Zuidas Zuid";"";0;"";""
"Vivaldi";"";"";"";""
"Hemonybuurt";0;0;"";""
"Gerard Doubuurt";0;0;"";""
"Frans Halsbuurt";0;0;"";""
"Hercules Seghersbuurt";0;0;"";""
"Sarphatiparkbuurt";0;0;"";""
"Willibrordusbuurt";0;0;"";""
"Van der Helstpleinbuurt";0;0;"";""
"Lizzy Ansinghbuurt";0;0;"";""
"Cornelis Troostbuurt";0;0;"";""
"Diamantbuurt";0;0;"";""
"Burgemeester Tellegenbuurt Oost";0;0;"";""
"Burgemeester Tellegenbuurt West";0;0;"";""
"Swammerdambuurt";0;0;"";""
"Weesperzijde Midden/Zuid";0;0;"";""
"Parooldriehoek";0;0;"";""
"Oosterparkbuurt Noordwest";0;0;"";""
"Oosterpark";"";"";"";""
"Oosterparkbuurt Zuidoost";0;0;"";""
"Oosterparkbuurt Zuidwest";0;0;"";""
"Dapperbuurt Noord";0;0;"";""
"Dapperbuurt Zuid";0;0;"";""
"Oostpoort";0;0;"";""
"Transvaalbuurt West";0;0;"";""
"Transvaalbuurt Oost";0;0;"";""
"Noordwestkwadrant Indische buurt Noord";0;0;"";""
"Noordwestkwadrant Indische buurt Zuid";0;0;"";""
"Zuidwestkwadrant Indische buurt";0;0;"";""
"Noordoostkwadrant Indische buurt";0;0;"";""
"Zuidoostkwadrant Indische buurt";"";"";"";""
"Zeeburgerdijk Oost";0;0;"";""
"Flevopark";"";"";"";""
"Oostelijke Handelskade";"";"";"";""
"Rietlanden";0;0;"";""
"Java-eiland";0;0;"";""
"KNSM-eiland";0;0;"";""
"Sporenburg";0;1;"";""
"Borneo";0;0;"";""
"Entrepot-Noordwest";"";"";"";""
"Architectenbuurt";"";"";"";""
"Bedrijvengebied Veelaan";0;"";"";""
"Bedrijvengebied Cruquiusweg";"";0;"";""
"Bedrijvengebied Zeeburgerkade";0;0;"";""
"Zeeburgereiland Noordwest";"";"";"";""
"Zeeburgereiland Zuidoost";"";"";"";""
"Zeeburgereiland Zuidwest";"";"";"";""
"Nieuwe Diep/Diemerpark";"";0;"";""
"RI Oost terrein";1;1;"";""
"Zeeburgereiland Noordoost";"";"";"";""
"Steigereiland Noord";0;0;"";""
"Steigereiland Zuid";0;0;"";""
"Haveneiland Zuidwest/Rieteiland West";0;1;"";""
"Haveneiland Noordwest";0;0;"";""
"Haveneiland Noordoost";0;1;"";""
"Woon- en Groengebied Sloterdijk";0;0;"";""
"Bedrijventerrein Sloterdijk I";"";"";"";""
"Bedrijventerrein Landlust";"";"";"";""
"Bosleeuw";0;0;"";""
"Landlust Zuid";0;"";"";""
"Erasmusparkbuurt Oost";"";0;"";""
"Gibraltarbuurt";0;0;"";""
"Landlust Noord";0;0;"";""
"Erasmusparkbuurt West";0;0;"";""
"Robert Scottbuurt Oost";0;0;"";""
"Robert Scottbuurt West";0;0;"";""
"Laan van Spartaan";0;0;"";""
"Kolenkitbuurt Zuid";0;0;"";""
"Kolenkitbuurt Noord";0;0;"";""
"Geuzenhofbuurt";0;0;"";""
"Trompbuurt";0;0;"";""
"Pieter van der Doesbuurt";0;0;"";""
"John Franklinbuurt";0;0;"";""
"Jan Maijenbuurt";"";"";"";""
"Orteliusbuurt Noord";"";"";"";""
"Mercatorpark";"";"";"";""
"Balboaplein e.o.";0;0;"";""
"Columbusplein e.o.";0;0;"";""
"Orteliusbuurt Midden";0;0;"";""
"Orteliusbuurt Zuid";0;0;"";""
"Paramariboplein e.o.";0;0;"";""
"Postjeskade e.o.";0;0;"";""
"Surinamepleinbuurt";0;0;"";""
"Westlandgrachtbuurt";0;0;"";""
"Aalsmeerwegbuurt West";0;0;"";""
"Aalsmeerwegbuurt Oost";0;0;"";""
"Legmeerpleinbuurt";0;0;"";""
"Bedrijventerrein Schinkel";0;0;"";""
"Schinkelbuurt Noord";0;0;"";""
"Schinkelbuurt Zuid";0;0;"";""
"Valeriusbuurt Oost";0;0;"";""
"Valeriusbuurt West";0;0;"";""
"Willemsparkbuurt Noord";0;0;"";""
"Vondelpark West";"";"";"";""
"Johannnes Vermeerbuurt";0;0;"";""
"P.C. Hooftbuurt";0;"";"";""
"Concertgebouwbuurt";0;0;"";""
"Cornelis Schuytbuurt";0;0;"";""
"Banpleinbuurt";0;0;"";""
"Hondecoeterbuurt";0;0;"";""
"Harmoniehofbuurt";0;0;"";""
"Museumplein";"";"";"";""
"Vondelpark Oost";"";"";"";""
"Duivelseiland";0;"";"";""
"Bertelmanpleinbuurt";"";"";"";""
"Marathonbuurt Oost";"";"";"";""
"Marathonbuurt West";"";0;"";""
"Olympisch Stadion e.o.";0;0;"";""
"IJsbaanpad e.o.";0;0;"";""
"Van Tuyllbuurt";0;"";"";""
"Diepenbrockbuurt";0;0;"";""
"Beethovenbuurt";0;0;"";""
"Hiltonbuurt";"";"";"";""
"Minervabuurt Noord";0;0;"";""
"Minervabuurt Midden";0;0;"";""
"Minervabuurt Zuid";0;0;"";""
"Strandeiland";"";"";"";""
"Middeneiland Zuidoost";"";"";"";""
"Middeneiland Zuidwest";"";"";"";""
"Buiteneiland";"";"";"";""
"Centrumeiland";"";"";"";""
"Rieteiland Oost";"";"";"";""
"Haveneiland Oost";1;1;"";""
"Haveneiland Noord";"";"";"";""
"Wielingenbuurt";0;0;"";""
"Scheldebuurt West";"";0;"";""
"Scheldebuurt Midden";0;"";"";""
"Scheldebuurt Oost";0;"";"";""
"Veluwebuurt";0;0;"";""
"Kop Zuidas";"";0;"";""
"IJselbuurt West";0;0;"";""
"IJselbuurt Oost";0;0;"";""
"Kromme Mijdrechtbuurt";0;0;"";""
"Rijnbuurt Oost";0;0;"";""
"Rijnbuurt Midden";0;0;"";""
"Rijnbuurt West";0;0;"";""
"Zorgvlied";0;0;"";""
"De Eenhoorn";0;0;"";""
"Julianapark";"";0;"";""
"Don Bosco";0;0;"";""
"Frankendael";"";"";"";""
"Tuindorp Amstelstation";"";"";"";""
"De Wetbuurt";0;0;"";""
"Tuindorp Frankendael";0;0;"";""
"Van der Kunbuurt";"";"";"";""
"Linnaeusparkbuurt";0;0;"";""
"Middenmeer Noord";0;0;"";""
"Middenmeer Zuid";0;0;"";""
"Sportpark Middenmeer Zuid";"";"";"";""
"Sportpark Middenmeer Noord";"";"";"";""
"Park de Meer";0;0;"";""
"Sportpark Voorland";"";"";"";""
"Science Park Noord";"";0;"";""
"Science Park Zuid";"";"";"";""
"Betondorp";"";"";"";""
"Nieuwe Oosterbegraafplaats";"";"";"";""
"Drieburg";"";"";"";""
"Weespertrekvaart";0;0;"";""
"Amstelglorie";"";"";"";""
"Overamstel";"";"";"";""
"Amstelkwartier Noord";0;1;"";""
"De Omval";0;0;"";""
"Amstelkwartier Zuid";"";"";"";""
"Amstelkwartier West";"";"";"";""
"Prinses Irenebuurt";0;0;"";""
"Beatrixpark";"";"";"";""
"Van der Pekbuurt";0;0;"";""
"Bloemenbuurt Zuid";0;0;"";""
"Bloemenbuurt Noord";0;0;"";""
"IJplein e.o.";0;0;"";""
"Vogelbuurt Zuid";0;0;"";""
"Vogelbuurt Noord";0;"";"";""
"Vliegenbos";0;"";"";""
"Tuindorp Nieuwendam West";0;0;"";""
"Tuindorp Nieuwendam Oost";0;0;"";""
"Blauwe Zand";0;0;"";""
"Buiksloterdijk West";"";"";"";""
"Buiksloterdijk Oost";"";0;"";""
"Nieuwendammerdijk West";0;0;"";""
"Nieuwendammerdijk Oost";0;0;"";""
"Nieuwendammerdijk Zuid";"";"";"";""
"Tuindorp Oostzaan West";0;0;"";""
"Tuindorp Oostzaan Oost";0;0;"";""
"Terrasdorp";0;0;"";""
"De Bongerd";0;0;"";""
"Oostzanerdijk";0;0;"";""
"Walvisbuurt";0;0;"";""
"Twiske West";0;0;"";""
"Noorder IJplas";0;0;"";""
"Molenwijk";0;0;"";""
"Circus/Kermisbuurt";0;0;"";""
"Kadoelen";0;1;"";""
"Twiske Oost";0;0;"";""
"Baanakkerspark Noord";"";"";"";""
"Baanakkerspark Zuid";"";"";"";""
"Werengouw Midden";"";0;"";""
"Markengouw Midden";0;0;"";""
"Markengouw Zuid";0;0;"";""
"Werengouw Zuid";0;0;"";""
"Rode Kruisbuurt";"";0;"";""
"Loenermark";0;0;"";""
"Buikslotermeerplein";"";"";"";""
"Plan van Gool";0;0;"";""
"De Kleine Wereld";"";"";"";""
"Buikslotermeer Noord";0;0;"";""
"Banne Zuidwest";0;0;"";""
"Banne Zuidoost";0;0;"";""
"Banne Noordwest";0;0;"";""
"Banne Noordoost";0;1;"";""
"Buiksloterbreek";0;0;"";""
"Marjoleinterrein";0;0;"";""
"Papaverweg e.o.";0;0;"";""
"Cornelis Douwesterrein";"";"";"";""
"NDSM terrein";"";"";"";""
"Buiksloterham";"";0;"";""
"Overhoeks";0;0;"";""
"Bedrijventerrein Hamerstraat";0;0;"";""
"Zamenhofstraat e.o.";"";"";"";""
"Bedrijventerrein Nieuwendammerdijk";"";"";"";""
"Schellingwoude West";"";"";"";""
"Schellingwoude Oost";0;0;"";""
"Schellingwoude Noord";"";"";"";""
"Durgerdam";0;0;"";""
"Zwarte Gouw";"";"";"";""
"Ransdorp";0;0;"";""
"Holysloot";0;0;"";""
"Zunderdorp";0;0;"";""
"Noorderstrook West";"";"";"";""
"Noorderstrook Oost";"";"";"";""
"Nintemanterrein";0;0;"";""
"Elzenhagen Zuid";"";"";"";""
"Elzenhagen Noord";0;1;"";""
"Kortenaerkwartier";0;0;"";""
"Filips van Almondekwartier";0;"";"";""
"De Wester Quartier";0;"";"";""
"Van Brakelkwartier";0;0;"";""
"Buurt 3";0;1;"";""
"Buurt 2";0;0;"";""
"Slotermeer Zuid";"";0;"";""
"Noordoever Sloterplas";0;0;"";""
"Buurt 4 Oost";0;0;"";""
"Buurt 5 Noord";"";0;"";""
"Sloterpark";0;0;"";""
"Buurt 5 Zuid";0;0;"";""
"Buurt 6";0;0;"";""
"Buurt 7";0;0;"";""
"Buurt 8";0;0;"";""
"Buurt 9";0;0;"";""
"Eendrachtspark";"";"";"";""
"Osdorper Binnenpolder";"";"";"";""
"Buurt 10";"";"";"";""
"Ookmeer";"";"";"";""
"Osdorper Bovenpolder";0;0;"";""
"Bedrijvenpark Lutkemeer";0;0;"";""
"Wildeman";"";"";"";""
"Meer en Oever";0;"";"";""
"Osdorpplein e.o.";0;0;"";""
"Calandlaan/Lelylaan";"";0;"";""
"Osdorp Zuidoost";0;1;"";""
"Osdorp Midden Noord";0;0;"";""
"Osdorp Midden Zuid";0;0;"";""
"Zuidwestkwadrant Osdorp Noord";0;0;"";""
"Zuidwestkwadrant Osdorp Zuid";0;0;"";""
"De Punt";0;0;"";""
"Bedrijvencentrum Osdorp";"";"";"";""
"Middelveldsche Akerpolder";0;0;"";""
"De Aker West";0;1;"";""
"De Aker Oost";1;1;"";""
"Oostoever Sloterplas";0;0;"";""
"Emanuel van Meterenbuurt";0;0;"";""
"Jacob Geelbuurt";0;0;"";""
"Overtoomse Veld Noord";"";"";"";""
"Overtoomse Veld Zuid";1;1;"";""
"Rembrandtpark Noord";"";"";"";""
"Rembrandtpark Zuid";"";"";"";""
"Johan Jongkindbuurt";"";"";"";""
"Lucas/Andreasziekenhuis e.o.";"";"";"";""
"Koningin Wilhelminaplein";"";0;"";""
"Andreasterrein";"";"";"";""
"Delflandpleinbuurt Oost";0;0;"";""
"Delflandpleinbuurt West";0;0;"";""
"Riekerhaven";"";"";"";""
"Schipluidenbuurt";"";"";"";""
"Riekerpolder";"";"";"";""
"Park Haagseweg";0;0;"";""
"Nieuwe Meer";"";"";"";""
"Sloterweg e.o.";"";0;"";""
"Nieuw Sloten Noordwest";0;1;"";""
"Nieuw Sloten Noordoost";0;0;"";""
"BelgiÃ«plein e.o.";"";"";"";""
"Nieuw Sloten Zuidwest";0;0;"";""
"Nieuw Sloten Zuidoost";0;0;"";""
"Dorp Sloten";0;0;"";""
"Louis Chrispijnbuurt";0;0;"";""
"Jacques Veltmanbuurt";0;0;"";""
"Staalmanbuurt";0;0;"";""
"Medisch Centrum Slotervaart";"";"";"";""
"Gelderlandpleinbuurt";0;"";"";""
"Buitenveldert Midden Zuid";"";0;"";""
"Buitenveldert Zuidwest";0;0;"";""
"Amsterdamse Bos";"";"";"";""
"Buitenveldert West Midden";0;0;"";""
"Zuiderhof";"";"";"";""
"De Klenckebuurt";"";"";"";""
"Buitenveldert Oost Midden";"";0;"";""
"Buitenveldert Zuidoost";"";0;"";""
"Amstelpark";"";"";"";""
"Hoofdcentrum Zuidoost";"";"";"";""
"Amstel III deel A/B Noord";"";"";"";""
"Amstel III deel C/D Noord";"";"";"";""
"Amstel III deel A/B Zuid";"";"";"";""
"Amstel III deel C/D Zuid";"";"";"";""
"AMC";"";"";"";""
"Hoge Dijk";"";"";"";""
"Venserpolder West";0;0;"";""
"Venserpolder Oost";0;0;"";""
"D-buurt";"";"";"";""
"F-buurt";0;0;"";""
"Amsterdamse Poort";"";"";"";""
"Hoptille";"";"";"";""
"Rechte H-buurt";"";"";"";""
"Hakfort/Huigenbos";"";"";"";""
"Huntum";0;0;"";""
"Vogeltjeswei";"";0;"";""
"Nelson Mandelapark";"";"";"";""
"E-buurt";0;0;"";""
"G-buurt West";0;0;"";""
"Bijlmermuseum Noord";"";"";"";""
"Kortvoort";0;0;"";""
"Kelbergen";0;0;"";""
"K-buurt Midden";"";"";"";""
"K-buurt Zuidoost";0;0;"";""
"K-buurt Zuidwest";0;0;"";""
"Grunder/Koningshoef";0;0;"";""
"G-buurt Oost";0;1;"";""
"Kantershof";0;0;"";""
"Gooise Kant";0;0;"";""
"G-buurt Noord";"";"";"";""
"Bijlmermuseum Zuid";"";"";"";""
"L-buurt";0;0;"";""
"Gaasperpark";"";"";"";""
"Gaasperplas";0;0;"";""
"Holendrecht West";"";"";"";""
"Reigersbos Noord";"";"";"";""
"Holendrecht Oost";0;0;"";""
"Gaasperdam Noord";0;0;"";""
"Gaasperdam Zuid";"";"";"";""
"Reigersbos Midden";"";0;"";""
"Reigersbos Zuid";0;0;"";""
"Gein Noordwest";"";"";"";""
"Gein Zuidwest";"";"";"";""
"Gein Noordoost";0;1;"";""
"Gein Zuidoost";"";"";"";""
"Dorp Driemond";0;0;"";""
"Landelijk gebied Driemond";0;0;"";""
"Binnenstad";0;0;"";""
"De Haven";0;0;"";""
"Brinkhorst";1;1;"";""
"Sprengenweg-Noord";0;0;"";""
"Sprengenbos";0;1;"";""
"Berg en Bos";0;0;"";""
"Driehuizen";1;1;"";""
"Orden";1;1;"";""
"Park Berg en Bos";"";"";"";""
"Ugchelen";1;1;"";""
"Ugchelen-Zuid";0;0;"";""
"De Heeze";0;0;"";""
"Westenenk";1;1;"";""
"Winkewijert";0;0;"";""
"De Bouwhof";1;1;"";""
"Brouwersmolen-Noord";0;0;"";""
"Dennenheuvel";0;0;"";""
"Holthuizen";0;0;"";""
"Brouwersmolen-Zuid";"";"";"";""
"Wernem";0;0;"";""
"Brummelhof";1;1;"";""
"Vogelkwartier";1;1;"";""
"Staatsliedenkwartier";1;1;"";""
"Componistenkwartier";1;1;"";""
"Rivierenkwartier";1;1;"";""
"Malkenschoten";0;"";"";""
"Kayersmolen-Noord";"";0;"";""
"Kayersmolen-Midden";"";"";"";""
"Kayersmolen-Zuid";"";"";"";""
"Matendreef";1;1;"";""
"Matenhorst";1;1;"";""
"Matendonk";0;1;"";""
"Matenhoeve";1;1;"";""
"Matenveld";1;1;"";""
"Matengaarde";0;1;"";""
"Matenhoek";0;0;"";""
"Kuipersveld";"";"";"";""
"Welgelegen";0;1;"";""
"Osseveld-West";0;"";"";""
"Osseveld-Oost";1;1;"";""
"Woudhuis";1;1;"";""
"Groot Zonnehoeve";1;1;"";""
"De Voorwaarts";"";"";"";""
"Bedrijvenpark Ecofactorij";"";"";"";""
"Bedrijvenpark Oost";"";"";"";""
"Zevenhuizen";0;1;"";""
"Sluisoord";1;1;"";""
"De Mheen";0;1;"";""
"Anklaar";0;1;"";""
"Sprenkelaar";1;1;"";""
"Bedrijvenpark Apeldoorn Noord";"";"";"";""
"Sleutelbloem";"";"";"";""
"Zuidbroek - MozaÃ¯ek & Rooster";1;1;"";""
"Zuidbroek - De Wellen";0;0;"";""
"De Parken";0;0;"";""
"Spainkbos";0;0;"";""
"Loolaan-Noord";0;0;"";""
"Het Loo";0;0;"";""
"Kerschoten-West";"";0;"";""
"Kerschoten";1;1;"";""
"Paleispark";"";"";"";""
"Stadhoudersmolen";"";"";"";""
"Hommelbrink";0;0;"";""
"Uddel";0;0;"";""
"Agrarisch gebied Uddel";0;0;"";""
"Bosgebied Meerveld";0;0;"";""
"Bosgebied Nieuw Milligen";0;0;"";""
"Orderbos";"";"";"";""
"Hoog Soeren";0;0;"";""
"Bosgebied Hoog Soeren";"";0;"";""
"Bosgebied Hoog Buurloo";"";0;"";""
"Hoenderloo";0;0;"";""
"Bosgebied Ugchelen";0;0;"";""
"Bosgebied Hoenderloo";0;0;"";""
"Miggelenberg";0;0;"";""
"Het Goreld";0;0;"";""
"Loenen";1;1;"";""
"Bosgebied Loenen";0;0;"";""
"Beekbergen";0;1;"";""
"Bosgebied Beekbergen-West";0;0;"";""
"Agrarisch gebied Beekbergen";0;0;"";""
"Bosgebied Beekbergen-Zuid";0;0;"";""
"Lieren";0;0;"";""
"Agrarisch gebied Lieren-Oosterhuizen";0;0;"";""
"Bosgebied Oosterhuizen";0;0;"";""
"Wolthuis";0;0;"";""
"Klarenbeek";0;0;"";""
"De Hooilanden";0;0;"";""
"De Hooilanden-Oosterhuizen";0;0;"";""
"Wenum";0;0;"";""
"Beemte";0;0;"";""
"Bosgebied Wiesel";"";"";"";""
"Agrarisch gebied Wiesel";0;0;"";""
"Agrarisch gebied Wenum";0;0;"";""
"Agrarisch gebied Beemte Broekland";0;0;"";""
"Markt";0;0;"";""
"Weverstraat";0;0;"";""
"Rijnstraat";"";"";"";""
"Janssingel";"";"";"";""
"Stationsplein";"";"";"";""
"Utrechtsestraat";0;0;"";""
"Hommelstraat";0;0;"";""
"Spijkerbuurt";0;0;"";""
"Boulevardwijk";0;0;"";""
"Statenkwartier";0;0;"";""
"Arnhemse Broek";0;0;"";""
"Van Verschuerbuurt";"";"";"";""
"Industrieterrein";"";"";"";""
"Bij de John Frostbrug";"";"";"";""
"Nieuwe Kadekwartier";0;0;"";""
"Presikhaaf I";0;0;"";""
"Presikhaaf II";0;0;"";""
"Presikhaaf III";0;1;"";""
"Over het Lange Water";0;0;"";""
"Elsweide";0;0;"";""
"Winkelcentrum";0;0;"";""
"Ijsseloord";"";"";"";""
"St. Marten";0;0;"";""
"Graaf Ottoplein e.o.";0;0;"";""
"Sonsbeek-Noord";0;0;"";""
"Klarendal-Zuid";0;0;"";""
"Klarendal-Noord";0;0;"";""
"Onder de Linden";0;0;"";""
"St. Janskerkstraat e.o.";0;0;"";""
"Velperweg-Noord";0;0;"";""
"Molenbeke";0;0;"";""
"Terrein ENKA";0;0;"";""
"Plattenburg";0;0;"";""
"Angerenstein";0;0;"";""
"Paasberg";0;0;"";""
"Hazegrietje";0;0;"";""
"Alteveer/Cranevelt";0;0;"";""
"Geitenkamp";0;0;"";""
"Monnikenhuizen";0;0;"";""
"Arnhemse Allee";0;0;"";""
"Klarenbeek";0;0;"";""
"Transvaalbuurt";0;0;"";""
"Burgemeesterswijk";0;0;"";""
"Gulden Bodem";0;0;"";""
"Sterrenberg";0;0;"";""
"Hoogkamp";0;0;"";""
"Sonsbeek/Zijpendaal";"";"";"";""
"Bakenberg";0;0;"";""
"Schaarsbergen";0;0;"";""
"West van Schaarsbergen";0;0;"";""
"N.O. van Schaarsbergen";0;0;"";""
"Lombok";0;0;"";""
"Brouwerijweg e.o.";0;0;"";""
"Heijenoord";0;0;"";""
"Klingelbeek";"";0;"";""
"Het Dorp/MariÃ«ndaal";"";0;"";""
"Meinerswijk/De Praets";0;0;"";""
"Malburgen-West";1;1;"";""
"Groene Weide";0;0;"";""
"Kamillehof";0;0;"";""
"Bakenhof";0;0;"";""
"'t Duifje";0;0;"";""
"Immerloo I";0;0;"";""
"Middelgraaflaan e.o.";"";"";"";""
"Zeegsingel e.o.";0;0;"";""
"Eimersweide";"";"";"";""
"Immerloo II";0;0;"";""
"Holthuizen";0;0;"";""
"Kronenburg";0;0;"";""
"Vredenburg";0;1;"";""
"Elden";0;1;"";""
"Elderveld-Zuid";0;0;"";""
"Elderveld-Noord";0;0;"";""
"Elderhof";1;1;"";""
"De Laar-West";1;1;"";""
